-3.523354,4.638592
-3.445240,4.299286
-3.232426,4.647479
-3.022528,4.620067
-2.918504,4.573029
-2.786996,4.082864
-2.633156,3.738920
-2.499929,3.136561
-2.361544,3.007263
-2.176360,2.613923
-2.016188,2.153208
-1.899778,1.988808
-1.765443,1.940434
-1.600861,1.916314
-1.469340,1.842764
-1.359212,1.587900
-1.212080,1.762580
-1.060692,1.822775
-0.977373,1.997517
-0.954609,2.218330
-0.880136,2.598601
-0.797552,2.771015
-0.681957,2.903653
-0.650446,3.202529
-0.554549,3.474102
-0.467229,3.917006
-0.364912,4.553374
-0.219340,4.652811
-0.107060,5.252366
0.127667,5.244653
0.255522,4.552958
0.431270,4.221636
0.474746,3.877905
0.555261,3.618495
0.584086,3.384881
0.663152,3.069824
0.725059,2.810540
0.845191,2.752797
0.914160,2.493004
0.955439,2.247050
0.997700,1.994131
1.071284,1.789572
1.230790,1.757009
1.383066,1.660495
1.529907,1.860341
1.682346,1.906971
1.834784,1.952830
2.056889,2.349423
2.258220,2.751383
2.390157,3.041279
2.521884,3.147735
2.640356,3.778376
2.834657,4.089862
2.953647,4.499488
3.117028,4.692207
3.272301,4.525240
3.408200,4.292701
3.515648,4.484322
