0.55 0
0.5535 0
0.557 0
0.5605 0
0.564 0
0.5675 0
0.571 0
0.5745 0
0.578 0
0.5815 0
0.585 0
0.5885 0
0.592 0
0.5955 0
0.599 0
0.6025 0
0.606 0
0.6095 0
0.613 0
0.6165 0
0.62 0
0.6235 0
0.627 0
0.6305 0
0.634 0
0.6375 0
0.641 2
0.6445 1
0.648 4
0.6515 2
0.655 9
0.6585 10
0.662 23
0.6655 34
0.669 43
0.6725 59
0.676 87
0.6795 91
0.683 102
0.6865 109
0.69 132
0.6935 124
0.697 119
0.7005 88
0.704 71
0.7075 68
0.711 43
0.7145 28
0.718 24
0.7215 13
0.725 5
0.7285 7
0.732 2
0.7355 0
0.739 0
0.7425 0
0.746 0
0.7495 0
0.753 0
0.7565 0
0.76 0
0.7635 0
0.767 0
0.7705 0
0.774 0
0.7775 0
0.781 0
0.7845 0
0.788 0
0.7915 0
0.795 0
0.7985 0
0.802 0
0.8055 0
0.809 0
0.8125 0
0.816 0
0.8195 0
0.823 0
0.8265 0
0.83 0
0.8335 0
0.837 0
0.8405 0
0.844 0
0.8475 0
0.851 0
0.8545 0
0.858 0
0.8615 0
0.865 0
0.8685 0
0.872 0
0.8755 0
0.879 0
0.8825 0
0.886 0
0.8895 0
0.893 0
0.8965 0
0.9 0
