-35.410575,463.859212
-34.258993,429.928551
-32.433903,464.747865
-30.623428,462.006713
-29.342296,457.302930
-27.923764,408.286432
-26.393627,373.892021
-24.966579,313.656146
-23.513849,300.726288
-21.827261,261.392323
-20.265904,215.320847
-18.923265,198.880774
-17.491037,194.043367
-15.907850,191.631446
-14.628670,184.276403
-13.629447,158.789995
-12.204166,176.258022
-10.620490,182.277511
-9.721975,199.751653
-9.367170,221.832978
-8.753953,259.860117
-7.921350,277.101458
-6.765952,290.365339
-6.401986,320.252949
-5.475229,347.410173
-4.728575,391.700619
-3.664734,455.337380
-2.176218,465.281056
-0.853759,525.236615
1.080909,524.465321
2.481229,455.295832
4.052393,422.163631
4.755298,387.790548
5.470570,361.849508
5.840867,338.488100
6.661231,306.982403
7.161786,281.053959
8.416577,275.279721
8.970150,249.300384
9.454506,224.705019
9.909200,199.413119
10.833206,178.957182
12.191625,175.700905
13.711423,166.049503
15.589547,186.034088
17.113484,190.697091
18.637219,195.283000
20.509208,234.942297
22.277465,275.138277
23.698534,304.127943
25.118472,314.773453
26.471984,377.837638
28.204623,408.986182
29.560634,449.948836
31.138591,469.220750
32.676034,452.523954
34.116563,429.270118
35.414887,448.432203
