-35.410575,-0.011928
-34.258993,-0.005060
-32.433903,-0.000382
-30.623428,0.013054
-29.342296,0.018827
-27.923764,0.030073
-26.393627,0.054454
-24.966579,0.084307
-23.513849,0.139335
-21.827261,0.227199
-20.265904,0.354466
-18.923265,0.460937
-17.491037,0.575070
-15.907850,0.753781
-14.628670,1.011870
-13.629447,1.274992
-12.204166,1.799218
-10.620490,2.619684
-9.721975,3.178312
-9.367170,3.451314
-8.753953,3.756422
-7.921350,4.308018
-6.765952,5.185559
-6.401986,5.454534
-5.475229,6.026609
-4.728575,6.326527
-3.664734,6.614793
-2.176218,6.705867
-0.853759,6.701242
1.080909,6.702638
2.481229,6.701844
4.052393,6.568218
4.755298,6.280253
5.470570,5.959511
5.840867,5.649571
6.661231,5.059780
7.161786,4.766080
8.416577,3.875381
8.970150,3.600952
9.454506,3.314510
9.909200,3.022637
10.833206,2.411828
12.191625,1.833079
13.711423,1.287280
15.589547,0.733771
17.113484,0.568796
18.637219,0.450157
20.509208,0.350124
22.277465,0.217803
23.698534,0.136670
25.118472,0.075384
26.471984,0.049598
28.204623,0.027279
29.560634,0.022289
31.138591,0.018759
32.676034,0.010303
34.116563,0.011698
35.414887,0.001601
